happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,Continent_x,Marriage,Divorce,Actual,Percent,rank,IQ,education_expenditure,avg_income,avg_temp,ISO3,Continent_y,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Year,Expected Years of Schooling,location,indicator,subject,measure,frequency,time,value,Unnamed: 0,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,avg_temp_c,latitude,longitude,altitude
4.911370068582042,0.9595163252318138,0.875862005980637,0.1238636668745306,0.413259510331721,0.1439853482849973,0.0676321278555008,,,,,,99.89389757681326,66.64031628207508,-48.17979217712448,1014.6891472912846,30.933657774921578,CMR,Africa,Northern Hemisphere,Medium,SSA,151.0291902982355,2021.0,13.073505745915943,,,,,,,,,,,,,,,,25.975337943339976,6.706675278339064,13.44140276460282,0.0
4.977344884194988,0.556856089133616,0.8837316888395487,-0.0093981092025119,0.6247111097708751,0.1569486162885374,0.1886571679577654,,,,,,,,,,,MOZ,Africa,Southern Hemisphere,Low,SSA,184.69443136244752,2021.0,10.334656135849832,,,,,,,,,,,,,,,,23.88791309864756,-19.33974374254708,33.37930177222793,0.0
4.864402892843507,1.2830149429217803,0.9599496350535418,0.3114780995349371,0.349227441080955,0.1381060092456318,0.0370596781605471,,,,,,52.855661257115344,87.29348046830086,81.99423028219981,4700.050149423357,32.36640846445011,IRQ,Asia,Northern Hemisphere,Medium,AS,122.45388344114716,2021.0,12.413690473859049,,,,,,,,,,,,,,,,27.45670055166917,32.25028747789072,45.91958022901903,0.0
4.923190069213266,1.1406225103383636,1.314301402887472,,0.4182714973883926,0.0637105744990008,0.0578201468657794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.893189276727692,1.2454344621572966,0.549255336329117,0.3342008137344747,0.5359254457235124,0.0088390702918654,0.0952311735842571,,,,,,94.29058743130211,71.01916735997804,77.90982444817222,2645.562077217921,24.192189168738693,MAR,Africa,Northern Hemisphere,Medium,AS,123.01735576008224,2021.0,14.112096122117409,,,,,,,,,,,,,,,,19.6962007455988,32.5691097778092,-0.6710832793840416,0.0
4.784650590826009,1.4595947529885624,1.1140775604522644,0.4149791995834166,0.2859345774145484,0.2287429542293646,0.1304618153624976,Asia,11.21498972429091,1.5986748276599407,7.04205584656149,14.682779211763515,76.77245918332584,79.94486440550469,150.64618524447027,4652.618242371559,26.393465617655696,IRN,Asia,Northern Hemisphere,High,SA,78.33950294773749,2021.0,14.615515977535315,,,,,,,,,,,,,,,,18.478990218367365,33.15203773344008,54.956551065692175,0.0
4.911041419039026,0.968981978523986,0.7376171230371683,0.2388426138761568,0.5218973502425256,0.1473072892211203,0.0647981545082456,,,,,,,,,,,SEN,Africa,Northern Hemisphere,Low,SSA,168.2096232173566,2021.0,8.707557487319628,,,,,,,,,,,,,,,,28.790563875351335,16.411720939510925,-24.346133669650623,0.0
4.715413341548422,1.101296131919003,0.8069159440109628,0.2478296167456927,0.3202273913574289,0.1326347078380719,0.2000326668429131,,,,,,,,,,,MRT,Africa,Northern Hemisphere,Medium,SSA,159.89680057848983,2021.0,9.311221235681948,,,,,,,,,,,,,,,,29.021288427079668,20.397598424309265,-9.612928229287515,0.0
4.7355061173262305,0.7632842503703382,0.8188018514306633,0.1142703555488912,0.4199028580722464,0.1889185207397905,0.1226888084561616,,,,,,,,,,,BFA,Africa,Northern Hemisphere,Low,SSA,181.1279357396251,2021.0,9.003758318478988,,,,,,,,,,,,,,,,28.06873048412053,10.489323366881148,-7.279178950573256,0.0
4.708461481140403,1.307808250791262,1.1618487349339102,0.147306707158525,0.3949456750309645,0.0634613423222691,0.0654793155536265,,,,,,,,,,,NAM,Africa,Southern Hemisphere,Medium,SSA,140.35971147982272,2021.0,12.049356624938294,,,,,,,,,,,,,,,,21.214567118459605,-23.78464334693641,18.842881062387217,0.0
4.567915248395199,1.6842067449731748,1.1536977446794645,0.4705535874833464,0.1305132009244317,0.1017728838754858,0.100632136110446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.563513299876135,1.1072613281874553,0.7548548222096483,0.1961618375165794,0.5388688051837763,0.208403670199454,0.0348339364151891,,,,,,101.452067024664,60.809387856710586,331.2921418352206,1370.9068104979826,32.45347580198233,GHA,Africa,Northern Hemisphere,Medium,SSA,129.50895468074748,2021.0,12.316853271766316,,,,,,,,,,,,,,,,28.04618440681746,8.462439880252521,-2.586323455110632,0.0
4.493587564260712,1.081469548383052,0.6518420547943939,0.1613412736261084,0.5141127574507941,0.1449001045989036,0.1159821819557316,,,,,,73.5623886030946,81.3279252026077,11.25021708852776,181.942174945009,30.199283431939296,PAK,Asia,Northern Hemisphere,Low,SA,161.68336605141894,2021.0,8.756603684896886,PAK,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-72.7962651548752,,,,,,,,,22.692290213380492,33.46645426995606,75.18088241810767,0.0
4.471868157720562,1.0550935485469706,0.6778676567778982,0.1591973726172492,0.5023895516435005,0.1396410675524838,0.0964596291831485,,,,,,75.2294428241046,81.2879932176831,-28.575249378290067,1154.593869878173,30.800535079028386,PAK,Asia,Northern Hemisphere,Low,SA,160.90833214445516,2021.0,8.508267006231877,PAK,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-99.51075335923144,,,,,,,,,23.340756834656805,30.145589187914812,75.37133625518149,0.0
4.532877610356537,1.0496279614207231,0.6796752843337149,0.1603363407347169,0.5094660961778478,0.1444979916231823,0.1097785414506305,,,,,,76.8290769883431,80.77709780699924,-18.09217760095328,550.37753584757,31.298934477877175,PAK,Asia,Northern Hemisphere,Low,SA,156.8921654166342,2021.0,8.80453042448293,PAK,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,91.72882441373676,,,,,,,,,22.839700523424938,31.103719718557414,71.64483140553236,0.0
4.630653399128073,1.0995522514294895,0.6652903025569672,0.1568021157901952,0.5010525845001869,0.1464583781121617,0.104326350313716,,,,,,77.92691780155609,80.87801969460038,11.620300733489447,3132.587215434389,30.862508575803854,PAK,Asia,Northern Hemisphere,Low,SA,155.3719162222772,2021.0,8.743370541848943,PAK,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,-322.4353212172326,,,,,,,,,23.136898227535056,29.796212081646825,73.28843137016696,0.0
4.454657467349917,1.098679045186895,0.6726680537991244,0.1638120206076701,0.5140909509049849,0.1437070536472529,0.1039778332453654,,,,,,75.09584449546199,81.74885145688242,2.2593405383332907,1386.3783364985266,31.77164475518944,PAK,Asia,Northern Hemisphere,Low,SA,160.59456517905235,2021.0,8.65282878992562,PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,1784.8539234304485,,,,,,,,,22.90154487535911,33.27505211311256,65.76252987078179,0.0
4.59964250694805,1.084168568522172,0.6393460668553314,0.152895517607713,0.5153611481047368,0.1441569545844883,0.1023587100952233,,,,,,72.52731030325687,80.13846962569349,12.235753062087998,-636.7639498964595,30.200405696267666,PAK,Asia,Northern Hemisphere,Low,SA,165.30887058275374,2021.0,8.555601665903865,PAK,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,2016.8015599135513,,,,,,,,,23.191081623994496,32.03350999642494,72.43658700242119,0.0
4.595261543719301,1.112521773844036,0.6355925326347778,0.1578681653628486,0.5058167572969228,0.1405888531197372,0.1109421720307719,,,,,,75.09295974229416,80.96715321452594,25.65022501189539,2876.8573249447854,30.514497238843585,PAK,Asia,Northern Hemisphere,Low,SA,161.85477069276592,2021.0,8.736347008288146,PAK,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,283.98387191511495,,,,,,,,,22.63989194068333,29.694051303382743,73.5055744508177,0.0
4.584066304040857,1.089097187157334,0.6742269174393236,0.1674249472714971,0.5071640578833924,0.1391874678679562,0.1037520362227985,,,,,,75.13327268911144,81.07714933174088,25.21043446938949,327.0391949654568,29.971845699568313,PAK,Asia,Northern Hemisphere,Low,SA,159.22050058090215,2021.0,8.675856042998161,PAK,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,-247.3612729716322,,,,,,,,,23.242766315212247,27.881862907676865,79.38250596179094,0.0
4.539418815164429,0.5839492920300722,0.6262471924262996,0.1301835928502131,0.5408702992168604,0.154577627595229,0.1298775301424745,,,,,,97.00684633283365,68.55695307639196,-45.19128376624624,-578.9349191773684,37.299457984003226,NER,Africa,Northern Hemisphere,Low,SSA,191.88070754253857,2021.0,6.858951848518341,,,,,,,,,,,,,,,,30.278428961216367,15.806280676751776,5.2137325339011085,0.0
4.439137978771884,1.340718123414022,0.991356970573842,0.4064675030064633,0.2519902336431828,0.0205802902481938,0.0240977852995433,Africa,,,,,,,,,,TUN,Africa,Northern Hemisphere,High,AS,99.41567571771232,2021.0,15.234078761679214,,,,,,,,,,,,,,,,20.608411124676955,34.35284351977592,9.49026679115244,0.0
4.526906915897645,1.0459355038201714,0.8710855382043623,0.1926329332667325,0.4105511040393481,0.3013046887040206,0.0618806194412835,,,,,,91.09865844432214,73.47994803022614,69.62540478605935,1298.389281751107,26.60325644674111,KEN,Africa,Northern Hemisphere,Medium,SSA,155.38584957592528,2021.0,10.577419305731492,,,,,,,,,,,,,,,,21.17690419132974,-0.1190804593776346,37.32651135492531,0.0
4.413218473598622,1.4025813008289123,1.2469031435418734,0.4241538250908759,0.5462468840771467,0.1158552497386717,0.0898987298028552,Asia,,0.102607934737299,,,60.06254135326679,85.36346340455674,86.2823763920796,3170.227578911102,29.45462401756667,LKA,Asia,Northern Hemisphere,High,SA,74.82102316360645,2021.0,14.06822627055115,,,,,,,,,,,,,,,,25.68607683453035,7.7205404543189955,82.82664026087949,0.0
4.303136487256013,0.7739195264092646,1.1227081017147074,0.2082628756251273,0.4256711392245718,0.2011853764107969,0.043506674515482,,,,,,,,,,,UGA,Africa,Northern Hemisphere,Low,SSA,168.35890323845226,2021.0,10.31542885873922,,,,,,,,,,,,,,,,19.290104407810897,-1.4130552420026032,37.30575854022722,0.0
4.400008480032095,0.6172786454028955,0.9428482347913704,0.0420622710448193,0.3897346607702729,0.2571601590315679,0.0815382892998983,,,,,,89.76121507354794,75.60599207882662,25.880470740400753,415.9379724558274,35.35748487893561,TCD,Africa,Northern Hemisphere,Low,SSA,191.94673186476012,2021.0,8.158501757496877,,,,,,,,,,,,,,,,29.916676747343736,11.41082943017901,21.83304897614617,0.0
4.348768143648283,1.0500306172778038,1.043963491675261,0.2786579251485793,0.758099893306073,0.1769600997015536,0.0385333457098028,,,,,,24.021061024551017,96.9581841881653,-109.0834958285648,181.1633501373467,33.116532682850675,KHM,Asia,Northern Hemisphere,Medium,EAP,144.72854158133163,2021.0,11.403622357510525,,,,,,,,,,,,,,,,28.53551590369998,11.19940322953615,107.20624461441643,0.0
4.445202975433463,0.9381374888664143,0.2059263746856864,0.1234552647293995,0.4859868655394324,0.1201809916668767,0.256056696655601,,,,,,,,,,,BEN,Africa,Northern Hemisphere,Low,SSA,161.64039201876002,2021.0,10.708118407730138,,,,,,,,,,,,,,,,26.78638053252389,7.340233085843746,-2.957431165228015,0.0
4.356995235224629,1.038065415663115,1.1302326357636074,0.276853514432773,0.4559950784896312,0.4012462233061174,0.1850386840152488,,,,,,49.02027813788196,88.42688582170727,55.44698037106042,2331.914424042605,32.1299588004988,MMR,Asia,Northern Hemisphere,Medium,EAP,147.61236623864906,2021.0,11.05032376239954,,,,,,,,,,,,,,,,27.620807130373528,20.31870861122098,87.10109707377347,0.0
4.2843898838343115,1.148975377226871,0.5115165239663009,0.3591339342532341,0.6278863358611613,0.1363482051217329,0.153587097183739,,,,,,90.43349316263976,75.5879230626341,85.87930844726124,1147.773566294712,29.910141419055385,BGD,Asia,Northern Hemisphere,Medium,SA,131.94212956139518,2021.0,12.480055304444727,,,,,,,,,,,,,,,,25.86573814073484,24.093936503881743,88.35517096260955,0.0
4.299393291574199,0.7706839745481585,0.6038275620177618,0.1565128205733328,0.2910275791540792,0.3332184606848345,0.0414662221679663,,,,,,104.40919612679772,54.628155160957895,35.069455909669244,2012.36546701401,32.66678379669489,GMB,Africa,Northern Hemisphere,Low,SSA,172.98547766305376,2021.0,9.454717079697469,,,,,,,,,,,,,,,,,,,
4.1839880129643365,0.7678097752806669,0.6342364013777226,0.1073347082681827,0.436271791694683,0.1202349253407258,0.0641008896932426,,,,,,,,,,,MLI,Africa,Northern Hemisphere,Low,SSA,185.61268435834515,2021.0,7.322864416669131,,,,,,,,,,,,,,,,29.211491911126313,14.3812767302015,-8.310294066600559,0.0
4.164558650260839,1.3494811762883208,0.9602854029631211,0.3276939113722522,0.4628139784467945,0.0401020525459382,0.247787663210743,Africa,10.93270613911724,1.9290028660308447,5.739388569077743,17.785207840839185,84.50660628318182,78.59979125677346,73.16405352496278,1390.014501242868,29.359548415062076,EGY,Africa,Northern Hemisphere,High,AS,93.89584982181744,2021.0,13.768922673951591,EGY,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,164.86570876371172,,,,,,,,,24.058571939763272,29.793024236037155,29.383148003640574,0.0
4.214203889580757,1.3979175456383772,0.9933172933647209,0.3258688770614624,0.4770740617810524,0.0413959379319474,0.2491098997336265,Africa,11.09614052784599,1.86846731483684,5.859114956974406,16.759009313953666,81.4284092792238,77.48415250386941,59.92475685244396,676.2660428280856,29.95384338371965,EGY,Africa,Northern Hemisphere,High,AS,95.5326068771574,2021.0,13.787106657406037,EGY,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-192.59821907757365,,,,,,,,,23.9456002094874,27.001897671707862,29.805250724969262,0.0
4.114123982473577,1.3685806709055377,0.9969420298277648,0.3216108586057403,0.4665070219242431,0.0344118756077405,0.2340146785705263,Africa,11.011105567751562,1.8586599372741868,5.7254264394002945,17.09724056492926,81.17207735292284,77.94610400104395,261.63146118467694,2848.397090896613,30.1339400445833,EGY,Africa,Northern Hemisphere,High,AS,96.97579816148922,2021.0,13.773512389099938,EGY,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-173.65460361144278,,,,,,,,,23.65150557586708,29.330813030179804,32.92939191137969,0.0
4.13322446746578,1.3969880960095644,0.9625216320635775,0.334582511135839,0.4639967618930576,0.0429925211034297,0.2560873979539296,Africa,10.990363191887784,1.9284674812492852,5.906928493337228,17.426461076523637,81.72995114123579,78.46707415924274,144.1073204004938,3935.486281290393,29.924118202321377,EGY,Africa,Northern Hemisphere,High,AS,98.31155149521406,2021.0,13.89104408054545,EGY,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,-75.98699690452351,,,,,,,,,23.503262662337157,27.13751506022504,27.4205160573683,0.0
4.11932268050525,1.3987631791723725,0.9758083462458512,0.334938175230896,0.4671621917203985,0.0369353681900844,0.2454001031127845,Africa,11.029857843464828,1.912503983351358,5.7263713442015804,16.245562171364348,81.87845091066966,78.09010451185144,18.10737665219075,1254.307540403075,29.374470705613597,EGY,Africa,Northern Hemisphere,High,AS,95.77871768410915,2021.0,13.895499754520603,EGY,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,1626.4980398711043,,,,,,,,,22.93805199995773,26.377555574650778,30.688860447180264,0.0
4.245286985119212,1.364696543705111,0.9536845939650898,0.3101706616687052,0.4639698402822991,0.0398528277004349,0.2521932076007595,Africa,10.996408095382076,1.927215676008201,5.793223111865909,17.426396837417343,83.61788424494544,78.98733793677647,-17.275901478727818,2708.4905787303896,30.180760231917574,EGY,Africa,Northern Hemisphere,High,AS,95.59265676090082,2021.0,13.655623737484968,EGY,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,-216.09174992472796,,,,,,,,,23.79582243404892,26.31761766221374,30.715031955867136,0.0
4.13323041314117,1.3944389653658376,0.9868318881361586,0.320266795009975,0.46841030613033,0.0405771296461165,0.2334753719320287,Africa,11.147425901905391,1.9309904182746855,5.815622918231533,16.22810543389118,80.85242779167112,77.5237152626388,62.70274958406634,745.4767470998211,30.75334150581839,EGY,Africa,Northern Hemisphere,High,AS,99.2424714510266,2021.0,13.715260253133076,EGY,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,1464.2063747706702,,,,,,,,,24.17608847365525,23.93105022572588,32.85163235804832,0.0
4.162491853499441,1.370371441974222,0.9864719180941476,0.3249601345490507,0.466556377540593,0.0395344602773313,0.2564912774699794,Africa,10.928548720469484,1.965542666930849,5.855647467819654,17.681886628970698,84.28122490492632,77.8799170100738,167.08227032005357,1597.5267184984002,30.054027434300277,EGY,Africa,Northern Hemisphere,High,AS,97.86609126374188,2021.0,13.688605471626298,EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,295.87980504817347,,,,,,,,,23.80988784908869,28.88953169620848,34.92782321935019,0.0
4.105527879836627,0.7634807922156074,0.6379188410650781,0.1678148723316374,0.3721223483627908,0.1485442900379731,0.1310009368871241,,,,,,,,,,,TGO,Africa,Northern Hemisphere,Low,SSA,163.1946858062514,2021.0,13.148244609282097,,,,,,,,,,,,,,,,27.26749179085539,5.72702372963902,6.938190593361556,0.0
4.103851252113142,1.29672779908886,0.9802333878139616,0.4382504120703116,0.5147265633599514,0.0539592905272043,0.1638627616178029,Asia,6.56804990621196,1.7506902097327706,3.6821692867362534,25.824083463138244,,,,,,JOR,Asia,Northern Hemisphere,High,AS,106.06947841293491,2021.0,10.967496955676168,,,,,,,,,,,,,,,,20.723133883246614,33.187840638639436,33.93728866231324,0.0
4.052358162023175,0.7982235691607379,1.1127039598712063,0.2450884932185421,0.4458231909152498,0.2818764994764297,0.0987449667274326,,,,,,99.77685486689435,67.7350754623399,9.83132438230151,360.27045324078847,26.757150292610568,ETH,Africa,Northern Hemisphere,Low,SSA,173.65513208465654,2021.0,9.585043469885298,ETH,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,20.056467218202677,,,,,,,,,20.88236866281264,9.039372422871915,32.50250472012781,0.0
4.115247089068851,0.7937078942378052,1.091629432697348,0.2550978797288338,0.4489581897262153,0.2895372022027597,0.0970397980355107,,,,,,100.82514022580295,67.04199341815473,20.848713306883667,-490.4890359481625,26.73127844561367,ETH,Africa,Northern Hemisphere,Low,SSA,174.86947603931176,2021.0,9.627274078390696,ETH,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-231.0601259859573,,,,,,,,,21.089637596516575,7.081184570715978,38.51371480379571,0.0
4.036458698343917,0.7684994119118931,1.1353691015696243,0.2484815856769034,0.4489225050311264,0.2793835640912942,0.108133385015661,,,,,,99.2649778891854,66.92147176194227,-131.17600786356476,1007.4584900739864,27.381014347380862,ETH,Africa,Northern Hemisphere,Low,SSA,176.46758005129217,2021.0,9.77103207311847,ETH,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-149.75032633833737,,,,,,,,,20.876231007470377,7.70117892254413,33.90904205268405,0.0
4.020130611685227,0.790769961167304,1.1033990571200785,0.2491564945209429,0.4505463716834564,0.2799959599737678,0.098208479311418,,,,,,99.64530763196832,66.15404984642777,22.52235716542878,207.11764847707977,27.59711300555916,ETH,Africa,Northern Hemisphere,Low,SSA,172.67942640614115,2021.0,9.550351952331484,ETH,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,244.745209180725,,,,,,,,,20.70053546324693,9.55685221655738,48.69114691509857,0.0
4.0617383683192445,0.8348380950259812,1.1034931025688577,0.2498048712118136,0.4547125148805105,0.2798125813758824,0.1100480917072419,,,,,,101.89857078012274,67.06410614031637,-42.837554459184155,1355.2536933114843,27.1410144412292,ETH,Africa,Northern Hemisphere,Low,SSA,175.6098936138152,2021.0,9.774249789890886,ETH,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,217.13573733369867,,,,,,,,,20.993498882013267,6.62010082253666,36.35632759956124,0.0
4.049171896615497,0.741879297385426,1.111920874175485,0.2541263098072951,0.4543928825507244,0.2835669987714366,0.1031922232041621,,,,,,100.84604169404756,66.629046250854,-94.63103737562902,88.4448341810567,26.408532029903252,ETH,Africa,Northern Hemisphere,Low,SSA,175.05910289193386,2021.0,9.648099265799294,ETH,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,-274.56011132254747,,,,,,,,,20.985742678622213,10.123199499858142,41.26882108299521,0.0
4.020895962570185,0.8089704291885784,1.1277606220986705,0.2477831228711095,0.4580188619532648,0.276631812825754,0.1069388092952444,,,,,,99.04586790105584,67.35277758649563,122.0766466492696,-1036.7683578858205,27.341690804566095,ETH,Africa,Northern Hemisphere,Low,SSA,182.39515001280745,2021.0,9.402731792937889,ETH,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,622.929455257964,,,,,,,,,21.68731615232149,7.1358357203237865,42.53474011940537,0.0
4.0740550311951935,0.8124112382393232,1.1058269181351414,0.2549355953145297,0.4462522045318977,0.2773466310063506,0.1009856142502974,,,,,,98.36053240355858,66.76630188586789,-45.62410652694349,-1166.2309738434171,28.029007875961593,ETH,Africa,Northern Hemisphere,Low,SSA,175.26592377596776,2021.0,9.465866489826706,ETH,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,286.2240380784675,,,,,,,,,20.733685345398325,8.238371000383761,40.50560410689852,0.0
3.9550086451601505,0.6030576205716854,0.6170166026115479,0.1404750117193004,0.4732742909604677,0.2179100785202007,0.0794467653819343,,,,,,,,,,,LBR,Africa,Northern Hemisphere,Low,SSA,181.0805980394086,2021.0,10.372673276210602,,,,,,,,,,,,,,,,27.38694915751793,6.422996997352998,-2.7564920348696687,0.0
4.126535226647687,1.1503800249152478,0.6617397795593162,0.2443336648184125,0.6892553417108034,0.1696213905944111,0.1033396703138997,,,,,,85.22997570334333,76.16701232286508,4.126387721140979,1820.7621420772343,31.628684908561503,IND,Asia,Northern Hemisphere,Medium,SA,134.20990021563478,2021.0,12.048790121817795,IND,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,93.02162801683664,33.09625410822088,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.0208733430097823,25.008108947627857,22.665754176439535,80.9882515023436,0.0
3.957786607791383,1.1406245378856563,0.67986253258709,0.2517357684127963,0.6810553280252066,0.1699618062423158,0.1117544926355055,,,,,,84.62082375085643,75.96668471237804,47.14103107950922,3820.9631085032834,31.350079177584018,IND,Asia,Northern Hemisphere,Medium,SA,128.92040889842394,2021.0,11.747507597514677,IND,MEATCONSUMP,PIG,KG_CAP,A,2023.0,219.60083799907227,33.73503336077828,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.2140405544880335,24.94016053810725,23.13395273185078,78.8259120972764,0.0
4.00213343828556,1.1930430563038548,0.7042670574234522,0.2447058620002526,0.6837852097205471,0.1696527449848346,0.1083675745490667,,,,,,83.51498047662457,78.0615717500481,158.26949807481702,1615.29422037186,31.893020072004443,IND,Asia,Northern Hemisphere,Medium,SA,127.87592732082842,2021.0,11.798554990293152,IND,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-148.2106624663656,33.323889008326354,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.0649673043448584,25.2819303719291,20.149441871142756,78.64899004696832,0.0
4.014853428068548,1.179254073631049,0.656585196959,0.2522944832090141,0.6747613768252716,0.1714639846812954,0.1202739356082577,,,,,,83.88670056771355,77.07397621362087,-28.354307517119523,2900.570944063833,31.43093964691819,IND,Asia,Northern Hemisphere,Medium,SA,132.6577288910331,2021.0,11.904688294660527,IND,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,505.8569262573605,33.03378026722732,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,2.931209597432765,25.895493730770024,21.565052029682523,84.24504752581905,0.0
4.124278711936083,1.1801428106113958,0.6560795578087537,0.2579596310374377,0.6903057666329868,0.1780541732667302,0.1209539345984686,,,,,,83.7812022187933,77.23064702296503,27.6727803570252,2340.9956855520213,32.10961614675179,IND,Asia,Northern Hemisphere,Medium,SA,135.3479207910198,2021.0,11.636958552844373,IND,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,1015.7944054818432,32.33421352868057,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.0886262814254786,24.98528540058409,23.552752241201816,81.03161755923138,0.0
3.945330224904518,1.1612153597676134,0.6530926777645739,0.2442861556929318,0.6837391812657235,0.1789916740302487,0.1110027972586101,,,,,,83.53966783064178,76.47959521495086,54.613746167817226,624.3514730283398,31.436314136816637,IND,Asia,Northern Hemisphere,Medium,SA,132.76663440488656,2021.0,11.917139751023972,IND,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,4520.689108552843,32.56566017229909,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,2.9519853607260034,25.282922559900523,21.56539359812027,78.64945377582043,0.0
4.043443527667394,1.1830930174143417,0.6513769413006361,0.2546172433139119,0.689718977761338,0.1830150280014142,0.1024240680577143,,,,,,83.10839027484734,77.4994291243368,-7.729910612445046,2477.901099539402,31.837056332918284,IND,Asia,Northern Hemisphere,Medium,SA,132.20995968855877,2021.0,11.654764323770118,IND,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,1096.5037340922015,33.50637876726158,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.0036850083537123,24.419143900820455,22.419908862908528,83.18952165809495,0.0
4.09034785451436,1.1588487577385878,0.6906652484808034,0.2460435049326047,0.6862055371670597,0.1828619989485648,0.1138360248072435,,,,,,84.3933367975615,77.39653198001349,26.65963176061743,665.6709552906548,31.68141623472422,IND,Asia,Northern Hemisphere,Medium,SA,131.24355890241984,2021.0,11.955397585454769,IND,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,408.1629672946648,32.71816392618075,IND,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.0931119586774765,24.959423855143218,22.23292508795512,84.10569073577203,0.0
4.0027692371090104,0.6569572511952897,0.7996598100215315,0.1794491846877706,0.1859166508717246,0.1802841664690365,0.1229466069737973,,,,,,,,,,,MDG,Africa,Southern Hemisphere,Low,SSA,169.47467176605485,2021.0,10.019806998960648,,,,,,,,,,,,,,,,24.267140024463355,-16.466459737101548,48.14413798361996,0.0
3.9207007405119665,0.9112695926255248,0.8924569686636451,0.1011804231798227,0.5356809635170372,0.1932922675904248,0.0907979636868544,,,,,,,,,,,ZMB,Africa,Southern Hemisphere,Medium,SSA,151.44240942572085,2021.0,10.79459561381549,,,,,,,,,,,,,,,,22.0686839894694,-14.942212719182848,31.33155895772919,0.0
3.688341509681732,0.8235275606019453,0.7805352038034289,0.1986998057879236,0.5987215144233232,0.2345475697961397,0.2658580414682784,,,,,,,,,,,TZA,Africa,Southern Hemisphere,Low,SSA,155.6802449722112,2021.0,9.260341009842056,,,,,,,,,,,,,,,,24.800757885714553,-8.648832738232088,37.06544325582357,0.0
3.6250212117111382,0.9472532002132682,0.3517574584885063,0.2069926781370327,0.1018282386825535,0.1311713024525178,0.1447970070557577,,,,,,,,,,,COM,Africa,Southern Hemisphere,Medium,SSA,153.0629039715416,2021.0,12.03740233698974,,,,,,,,,,,,,,,,26.79334007723713,-13.065872305307265,41.2245475917229,0.0
3.462732375876405,0.6366171689386034,0.4814037830763268,0.1863489445831154,0.4867083084143132,0.1471177830140007,0.1244783276139167,,,,,,,,,,,MWI,Africa,Southern Hemisphere,Low,SSA,167.59939126204446,2021.0,12.73257134296736,,,,,,,,,,,,,,,,24.53910590831217,-15.518414131413753,37.7779537064504,0.0
3.510257053591312,1.4544959723322544,1.0560583578524925,0.089263513066789,0.4933293856532897,0.0225504325935828,0.0650119620282079,,,,,,,,,,,BWA,Africa,Southern Hemisphere,Medium,SSA,119.06630760354996,2021.0,12.294709787077062,,,,,,,,,,,,,,,,25.11662591584331,-22.203145211378484,20.736582013264428,0.0
3.220554333476284,0.5142970354424603,0.7768615651463098,0.1038045636893316,0.3674645858759576,0.1878166936930645,0.0728957845944807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
